Name,Age,Gender,Math,Physics,CS,Passed
Quinn,18,F,53,87,93,Yes
Quinn,19,M,96,76,31,Yes
Liam,24,M,92,31,43,No
Alice,23,M,33,64,87,Yes
Diana,22,F,72,93,70,Yes
Bob,22,M,66,66,44,No
Charlie,24,F,49,50,74,No
Alice,18,M,58,45,65,No
Frank,24,M,81,51,65,Yes
Diana,19,M,80,78,90,Yes
Bob,25,F,30,65,57,No
Bob,25,F,55,62,95,Yes
Rachel,20,M,68,53,64,Yes
Frank,25,M,51,87,82,Yes
Quinn,20,F,38,77,42,No
Diana,21,M,70,83,55,Yes
Noah,25,F,30,79,86,Yes
Paul,22,F,60,44,31,No
Ivy,21,M,63,52,55,No
Grace,22,M,51,47,33,No
Frank,23,M,35,50,88,No
Diana,18,M,43,97,90,Yes
Charlie,18,F,71,97,67,Yes
Ivy,22,F,92,49,59,Yes
Frank,20,M,37,77,62,No
Uma,24,F,67,84,58,Yes
Liam,24,M,46,46,84,No
Grace,18,M,69,74,64,Yes
Steve,22,M,37,83,45,No
Mia,25,F,61,76,71,Yes
Liam,19,M,58,58,94,Yes
Uma,25,F,43,44,92,No
Charlie,23,M,46,91,41,No
Henry,23,M,66,43,43,No
Ivy,23,M,62,61,67,Yes
Frank,21,F,100,77,70,Yes
Grace,24,M,76,76,81,Yes
Eva,18,F,53,33,48,No
Quinn,22,F,39,70,37,No
Jack,22,F,40,97,90,Yes
Noah,19,M,49,45,36,No
Mia,22,F,37,39,44,No
Bob,21,F,42,38,67,No
Tom,21,M,80,69,73,Yes
Eva,19,M,78,95,38,Yes
Paul,21,F,46,63,35,No
Bob,23,M,73,77,61,Yes
Charlie,23,M,59,58,82,Yes
Mia,19,M,87,66,78,Yes
Ivy,24,M,82,85,54,Yes
Olivia,18,F,60,79,62,Yes
Noah,19,F,37,89,68,Yes
Diana,23,F,31,44,80,No
Noah,19,M,49,45,54,No
Olivia,21,F,89,69,83,Yes
Eva,23,F,58,34,38,No
Ivy,20,F,62,51,48,No
Olivia,25,F,76,90,32,Yes
Steve,23,F,49,71,50,No
Ivy,25,F,89,82,56,Yes
Diana,21,M,44,94,37,No
Frank,23,F,49,78,74,Yes
Liam,23,M,61,86,34,Yes
Quinn,25,M,75,85,96,Yes
Liam,19,M,45,58,57,No
Charlie,18,F,87,50,94,Yes
Eva,20,F,77,45,82,Yes
Paul,23,M,88,46,76,Yes
Eva,19,F,36,63,56,No
Noah,25,F,30,53,39,No
Rachel,24,F,30,91,84,Yes
Ivy,24,M,71,65,40,No
Olivia,19,F,49,96,99,Yes
Steve,22,F,72,86,36,Yes
Jack,23,F,35,33,74,No
Liam,23,M,99,92,88,Yes
Henry,19,F,92,65,77,Yes
Olivia,23,F,65,42,57,No
Alice,24,M,91,53,78,Yes
Charlie,20,F,56,93,45,Yes
Charlie,22,F,35,45,61,No
Tom,19,M,33,77,81,Yes
Noah,24,M,38,59,86,Yes
Tom,25,M,47,33,80,No
Mia,24,M,61,39,40,No
Jack,25,F,84,60,75,Yes
Noah,23,M,51,47,75,No
Frank,20,F,76,51,97,Yes
Alice,22,M,93,97,59,Yes
Olivia,20,F,35,93,74,Yes
Paul,19,F,76,78,31,Yes
Liam,25,F,77,94,32,Yes
Alice,20,F,67,64,30,No
Tom,22,M,40,30,44,No
Quinn,22,F,62,94,69,Yes
Grace,25,M,30,97,90,Yes
Ivy,18,F,96,43,58,Yes
Quinn,21,F,33,98,40,No
Steve,25,M,83,34,51,No
Uma,18,M,52,99,66,Yes
Charlie,23,F,97,40,42,No
Charlie,24,F,96,53,83,Yes
Henry,20,M,57,49,35,No
Paul,25,F,59,99,30,Yes
Tom,21,F,72,62,47,Yes
Uma,20,F,46,33,85,No
Frank,22,F,38,57,58,No
Rachel,19,M,39,44,47,No
Charlie,20,F,70,86,37,Yes
Eva,22,F,42,51,51,No
Alice,21,M,53,49,97,Yes
Jack,20,F,78,85,59,Yes
Paul,21,M,96,69,36,Yes
Jack,22,F,83,79,74,Yes
Bob,22,M,32,68,88,Yes
Alice,24,F,82,70,30,Yes
Diana,21,M,52,66,93,Yes
Liam,25,M,62,65,30,No
Quinn,18,F,89,67,35,Yes
Rachel,20,M,83,63,38,Yes
Eva,22,F,40,97,35,No
Jack,20,F,90,72,52,Yes
Mia,22,M,42,46,98,Yes
Steve,21,M,32,56,99,Yes
Quinn,21,F,47,96,77,Yes
Bob,24,M,84,52,73,Yes
Uma,22,M,32,93,55,Yes
Noah,21,M,96,71,43,Yes
Frank,24,M,36,61,99,Yes
Tom,19,F,46,67,67,Yes
Jack,18,M,62,47,33,No
Ivy,18,M,89,81,76,Yes
Noah,21,M,45,78,58,Yes
Steve,21,M,76,99,37,Yes
Steve,24,M,79,31,75,Yes
Alice,21,M,43,91,67,Yes
Uma,20,M,41,55,43,No
Rachel,19,F,82,83,54,Yes
Frank,18,M,44,54,57,No
Steve,25,M,59,77,72,Yes
Alice,21,M,57,82,96,Yes
Liam,24,M,36,39,87,No
Alice,19,F,36,36,71,No
Liam,23,F,69,45,54,No
Frank,24,F,30,97,78,Yes
Grace,21,F,64,75,93,Yes
Henry,21,F,88,46,64,Yes
Ivy,25,F,34,95,34,No
Diana,19,F,36,49,62,No
Quinn,22,F,72,62,40,No
Quinn,24,F,100,95,81,Yes
Olivia,23,F,64,63,89,Yes
Bob,25,M,84,92,47,Yes
Bob,21,M,51,87,74,Yes
Uma,18,F,78,87,94,Yes
Olivia,18,M,71,39,36,No
Tom,22,M,64,58,78,Yes
Bob,21,M,80,94,41,Yes
Frank,19,M,38,83,52,No
Bob,19,F,86,82,86,Yes
Steve,22,M,67,57,49,No
Grace,22,M,62,65,81,Yes
Steve,19,M,99,77,47,Yes
Charlie,21,M,65,77,42,Yes
Mia,22,M,90,70,83,Yes
Charlie,22,F,86,33,55,No
Charlie,24,F,32,59,70,No
Quinn,21,F,77,46,50,No
Grace,21,M,48,86,99,Yes
Ivy,22,F,80,67,82,Yes
Steve,20,M,86,90,44,Yes
Uma,25,M,87,86,67,Yes
Bob,21,F,70,51,90,Yes
Bob,22,F,83,85,88,Yes
Steve,21,F,71,72,59,Yes
Liam,18,F,74,41,93,Yes
Jack,22,F,93,85,34,Yes
Diana,19,F,92,86,83,Yes
Charlie,24,F,97,81,93,Yes
Diana,22,F,30,34,31,No
Charlie,21,F,81,30,54,No
Grace,22,M,35,42,34,No
Mia,22,M,98,50,43,Yes
Grace,22,F,97,91,51,Yes
Diana,25,F,69,92,50,Yes
Henry,22,M,67,50,37,No
Henry,25,M,41,96,36,No
Eva,24,F,58,75,91,Yes
Quinn,18,F,55,79,81,Yes
Bob,22,M,55,37,81,No
Frank,20,M,61,54,75,Yes
Uma,21,F,86,35,34,No
Quinn,18,M,57,39,30,No
Grace,22,F,92,86,70,Yes
Olivia,22,M,34,53,54,No
Noah,25,M,97,55,66,Yes
Alice,18,F,84,66,44,Yes
Alice,24,M,58,34,79,No
Ivy,25,F,81,44,96,Yes
Liam,21,M,52,52,40,No
Paul,21,F,81,79,33,Yes
Alice,18,F,57,48,46,No
Bob,25,M,85,76,98,Yes
Rachel,19,M,42,98,74,Yes
Uma,18,F,95,52,91,Yes
Olivia,21,M,69,30,60,No
Jack,19,M,75,53,64,Yes
Charlie,21,M,44,37,39,No
Jack,19,M,53,34,91,No
Paul,22,M,82,80,97,Yes
Uma,20,M,49,79,87,Yes
Diana,24,F,93,100,59,Yes
Frank,24,M,96,51,100,Yes
Rachel,20,F,67,80,32,No
Uma,21,M,95,81,82,Yes
Liam,23,M,94,39,61,Yes
Olivia,23,F,60,76,72,Yes
Mia,21,M,100,84,30,Yes
Charlie,25,F,77,81,81,Yes
Uma,18,M,35,65,32,No
Alice,19,M,68,87,36,Yes
Steve,20,F,42,33,99,No
Ivy,20,F,63,83,92,Yes
Diana,23,M,64,98,49,Yes
Uma,25,F,50,86,72,Yes
Uma,25,F,44,60,48,No
Eva,24,F,50,54,75,No
Alice,24,M,46,54,78,No
Henry,25,M,41,63,56,No
Uma,23,M,47,59,36,No
Diana,25,F,54,88,93,Yes
Mia,22,F,52,70,37,No
Eva,25,M,58,75,82,Yes
Diana,22,M,69,52,73,Yes
Paul,24,F,70,92,76,Yes
Quinn,25,M,47,97,66,Yes
Jack,24,M,85,59,73,Yes
Ivy,21,F,73,75,52,Yes
Uma,22,F,54,46,96,Yes
Noah,21,F,57,34,95,Yes
Ivy,18,F,93,49,41,Yes
Bob,25,F,88,71,39,Yes
Liam,25,M,98,76,37,Yes
Liam,24,M,80,69,63,Yes
Paul,25,M,61,71,37,No
Frank,23,F,91,61,76,Yes
Uma,25,F,77,81,87,Yes
Uma,23,M,83,59,46,Yes
Quinn,19,M,52,40,48,No
Henry,20,F,86,70,39,Yes
Tom,25,F,75,35,35,No
Liam,21,F,76,76,38,Yes
Noah,25,M,37,39,87,No
Eva,19,F,46,58,71,No
Diana,19,M,93,91,68,Yes
Diana,22,M,59,36,52,No
Grace,22,F,30,44,74,No
Grace,19,F,30,50,63,No
Paul,22,M,49,42,72,No
Liam,19,F,60,93,43,Yes
Paul,22,M,63,30,53,No
Mia,22,M,87,97,97,Yes
Uma,23,F,55,55,63,No
Jack,19,M,32,88,94,Yes
Eva,25,F,35,85,39,No
Jack,20,F,39,46,50,No
Charlie,21,M,71,41,59,No
Tom,20,M,82,48,68,Yes
Quinn,25,F,38,51,82,No
Olivia,19,F,66,55,70,Yes
Noah,23,M,38,37,81,No
Paul,20,F,79,35,90,Yes
Grace,25,F,70,32,83,Yes
Frank,23,F,84,50,100,Yes
Henry,22,M,92,31,49,No
Charlie,19,M,42,69,49,No
Uma,18,F,31,99,76,Yes
Eva,20,M,86,93,81,Yes
Noah,22,M,56,51,40,No
Ivy,25,F,60,97,59,Yes
Bob,25,M,89,95,65,Yes
Bob,18,F,75,65,57,Yes
Paul,22,M,94,70,64,Yes
Steve,20,F,48,94,57,Yes
Olivia,22,M,95,59,98,Yes
Mia,19,M,38,37,76,No
Eva,20,F,55,50,46,No
Alice,18,F,73,73,87,Yes
Olivia,23,F,54,89,35,No
Tom,19,M,59,89,31,No
Paul,18,F,92,39,80,Yes
Noah,25,F,87,33,72,Yes
Henry,22,M,78,73,84,Yes
Alice,24,F,50,63,64,No
Jack,19,F,32,43,93,No
Henry,18,F,82,48,87,Yes
Charlie,21,F,62,88,80,Yes
Ivy,21,F,46,30,50,No
Diana,25,M,79,40,59,No
Liam,20,F,99,37,100,Yes
Quinn,20,F,97,59,46,Yes
Grace,22,M,37,86,39,No
Noah,24,M,58,97,47,Yes
Frank,22,M,60,85,70,Yes
Steve,22,F,60,41,92,Yes
Noah,22,M,96,98,69,Yes
Alice,20,M,86,93,49,Yes
Steve,24,F,58,77,54,Yes
Noah,24,F,82,87,87,Yes
Quinn,18,F,42,86,30,No
Frank,25,M,79,37,86,Yes
Uma,20,M,74,66,67,Yes
Jack,20,F,89,78,56,Yes
Grace,21,M,67,48,67,Yes
Alice,18,F,47,66,80,Yes
Henry,22,F,65,82,52,Yes
Henry,22,M,47,94,51,Yes
Alice,24,M,41,87,48,No
Alice,22,M,80,73,73,Yes
Noah,21,M,35,44,72,No
Diana,23,F,74,76,44,Yes
Bob,19,M,84,85,80,Yes
Liam,22,F,94,57,97,Yes
Noah,23,F,38,64,48,No
Noah,25,F,42,72,68,Yes
Mia,25,F,44,82,35,No
Henry,23,F,76,81,58,Yes
Charlie,23,F,84,87,77,Yes
Alice,24,F,40,42,67,No
Quinn,25,F,77,53,44,No
Tom,21,F,59,47,85,Yes
Eva,24,M,37,91,73,Yes
Charlie,20,F,34,32,65,No
Diana,19,F,38,52,31,No
Alice,19,M,95,37,42,No
Bob,22,M,57,65,54,No
Paul,25,F,92,96,47,Yes
Paul,21,F,95,85,38,Yes
Liam,22,F,61,83,61,Yes
Paul,25,F,31,81,70,Yes
Noah,24,F,54,66,91,Yes
Olivia,21,F,70,85,55,Yes
Steve,20,F,68,97,81,Yes
Ivy,23,M,42,66,83,Yes
Paul,18,M,72,38,81,Yes
Uma,22,M,41,92,87,Yes
Eva,19,M,44,36,79,No
Alice,23,M,52,96,81,Yes
Ivy,23,M,30,98,65,Yes
Paul,18,M,66,32,85,Yes
Paul,25,M,90,50,56,Yes
Jack,25,M,68,66,49,Yes
Diana,20,F,33,84,45,No
Quinn,21,F,68,85,32,Yes
Henry,20,M,57,93,78,Yes
Charlie,24,F,80,39,99,Yes
Uma,21,F,86,83,89,Yes
Henry,21,M,73,97,46,Yes
Mia,19,F,85,72,38,Yes
Tom,23,M,55,33,39,No
Uma,20,F,89,38,81,Yes
Henry,23,F,87,47,31,No
Jack,18,M,61,72,31,No
Bob,25,M,42,72,73,Yes
Rachel,24,F,75,37,78,Yes
Frank,20,M,64,81,90,Yes
Quinn,19,M,81,82,96,Yes
Uma,25,F,68,85,77,Yes
Bob,22,F,68,68,55,Yes
Diana,21,F,50,87,87,Yes
Frank,19,F,80,63,65,Yes
Liam,19,F,86,57,58,Yes
Liam,23,F,40,34,63,No
Charlie,21,M,61,54,54,No
Paul,23,F,75,70,44,Yes
Steve,23,F,88,96,39,Yes
Ivy,20,M,53,52,82,Yes
Noah,24,F,99,47,40,Yes
Liam,18,F,31,78,42,No
Ivy,19,F,76,60,46,Yes
Paul,19,F,75,71,89,Yes
Rachel,20,M,34,96,43,No
Rachel,25,F,57,65,95,Yes
Henry,18,M,63,100,56,Yes
Jack,23,M,85,66,72,Yes
Frank,25,M,92,73,90,Yes
Bob,23,F,61,81,93,Yes
Grace,23,M,96,55,90,Yes
Ivy,19,F,42,77,99,Yes
Grace,22,F,57,59,63,No
Alice,19,F,71,52,69,Yes
Olivia,21,F,31,49,46,No
Uma,20,F,47,63,43,No
Olivia,20,F,38,35,66,No
Eva,19,M,50,31,51,No
Eva,19,F,37,71,70,No
Henry,21,M,93,68,30,Yes
Rachel,21,F,88,84,71,Yes
Jack,23,M,30,58,81,No
Noah,21,M,67,56,74,Yes
Mia,21,F,43,96,52,Yes
Diana,19,M,99,82,62,Yes
Eva,25,F,62,58,31,No
Diana,25,F,76,40,83,Yes
Frank,20,F,72,53,87,Yes
Olivia,23,M,39,68,96,Yes
Paul,18,F,44,97,56,Yes
Olivia,18,F,48,69,88,Yes
Liam,25,M,72,53,34,No
Charlie,18,F,39,93,83,Yes
Liam,20,M,60,33,65,No
Henry,19,M,77,64,94,Yes
Charlie,20,M,74,63,34,No
Uma,19,F,56,94,37,Yes
Rachel,25,M,48,53,72,No
Uma,18,M,42,76,71,Yes
Uma,21,M,96,45,76,Yes
Liam,21,M,78,40,75,Yes
Ivy,18,F,97,50,55,Yes
Eva,25,F,52,80,34,No
Bob,19,M,57,37,38,No
Liam,21,F,32,45,51,No
Charlie,24,M,32,90,77,Yes
Liam,24,M,85,50,79,Yes
Liam,24,M,62,92,95,Yes
Paul,18,M,44,99,94,Yes
Steve,19,F,52,96,61,Yes
Eva,22,M,93,84,98,Yes
Jack,23,F,45,34,57,No
Rachel,23,F,83,34,37,No
Paul,24,M,92,56,40,Yes
Steve,18,M,68,89,76,Yes
Frank,18,F,39,77,96,Yes
Uma,19,M,62,39,51,No
Mia,20,F,41,35,98,No
Diana,23,M,83,65,81,Yes
Frank,18,F,81,73,40,Yes
Tom,22,M,34,47,59,No
Jack,24,M,39,83,50,No
Uma,21,M,59,92,76,Yes
Henry,25,M,70,64,94,Yes
Frank,24,M,78,45,81,Yes
Olivia,24,M,76,83,100,Yes
Charlie,22,F,50,71,63,Yes
Steve,21,M,74,89,74,Yes
Tom,23,F,52,66,34,No
Steve,22,F,78,75,34,Yes
Bob,20,M,51,50,92,Yes
Henry,25,M,61,32,77,No
Jack,23,F,76,64,71,Yes
Mia,25,M,50,50,37,No
Charlie,24,F,87,36,62,Yes
Bob,18,F,78,91,59,Yes
Quinn,25,M,96,48,99,Yes
Diana,23,F,93,66,33,Yes
Olivia,19,M,58,73,46,No
Paul,18,F,72,74,41,Yes
Noah,22,M,34,40,93,No
Ivy,19,F,78,55,94,Yes
Diana,21,M,90,77,86,Yes
Alice,24,M,73,100,98,Yes
Henry,20,F,70,45,90,Yes
Liam,19,F,59,55,80,Yes
Noah,23,F,50,33,80,No
Charlie,20,F,80,49,68,Yes
Eva,19,F,60,55,31,No
Rachel,25,M,52,62,96,Yes
Steve,20,F,94,56,79,Yes
Olivia,18,F,31,38,73,No
Henry,18,M,30,45,72,No
Tom,20,F,86,98,61,Yes
Bob,20,M,88,83,76,Yes
Steve,21,F,63,74,40,No
Eva,18,F,85,32,79,Yes
Diana,21,M,71,85,71,Yes
Frank,23,F,68,87,85,Yes
Jack,20,F,89,60,79,Yes
Quinn,19,M,88,41,75,Yes
Frank,18,M,33,75,94,Yes
Quinn,22,F,70,70,76,Yes
Grace,20,M,87,68,82,Yes
Jack,24,F,73,86,95,Yes
Rachel,23,F,92,58,49,Yes
Eva,25,M,67,48,45,No
Paul,19,F,38,78,45,No
Uma,23,M,31,97,96,Yes
Liam,24,M,54,42,56,No
Alice,24,F,80,99,72,Yes
Henry,20,F,100,61,56,Yes
Uma,22,F,74,65,88,Yes
Jack,21,M,61,52,37,No
Diana,22,M,53,40,48,No
Mia,19,F,36,66,92,Yes
Paul,21,M,66,94,99,Yes
Liam,19,F,60,30,80,No
Uma,24,F,46,91,84,Yes
Bob,18,F,96,47,62,Yes
Mia,19,F,57,37,95,Yes
Bob,21,M,64,57,54,No
Jack,23,M,33,77,79,Yes
Quinn,22,F,88,69,42,Yes
Liam,21,F,94,87,56,Yes
Eva,23,M,64,46,39,No
Ivy,22,F,77,80,44,Yes
Paul,24,F,47,30,48,No
Ivy,18,M,30,82,52,No
Henry,19,F,62,58,65,Yes
Olivia,19,F,39,79,39,No
Jack,21,M,88,35,75,Yes
Paul,25,M,32,71,36,No
Bob,25,M,44,38,96,No
Paul,23,F,74,87,68,Yes
Charlie,19,M,76,70,31,No
Ivy,21,F,45,94,86,Yes
Liam,22,F,63,77,53,Yes
Noah,19,M,80,92,73,Yes
Mia,20,F,45,72,81,Yes
Paul,24,M,59,75,70,Yes
Bob,19,F,65,45,58,No
Noah,24,F,100,75,33,Yes
Eva,19,F,51,97,79,Yes
Diana,20,F,85,90,89,Yes
Frank,22,F,81,37,96,Yes
Jack,23,F,45,90,38,No
Uma,24,M,49,81,73,Yes
Charlie,20,F,73,39,40,No
Diana,21,F,35,70,42,No
Ivy,24,M,64,63,63,Yes
Uma,18,M,53,70,49,No
Bob,23,F,74,74,51,Yes
Quinn,19,M,43,75,76,Yes
Olivia,24,M,95,72,71,Yes
Mia,22,M,88,34,95,Yes
Tom,24,M,57,83,84,Yes
Rachel,25,F,89,55,32,No
Rachel,21,F,47,60,46,No
Charlie,19,M,68,32,99,Yes
Diana,20,F,97,42,57,Yes
Ivy,21,M,42,76,38,No
Steve,24,M,31,67,79,No
Ivy,20,F,53,60,42,No
Quinn,24,M,38,57,65,No
Jack,22,F,97,82,76,Yes
Rachel,22,F,99,52,85,Yes
Liam,18,M,43,66,51,No
Quinn,23,M,93,76,74,Yes
Noah,19,M,46,43,99,Yes
Paul,21,M,95,44,91,Yes
Diana,18,F,50,90,31,No
Quinn,23,F,33,88,81,Yes
Charlie,25,M,74,37,42,No
Jack,19,M,49,32,71,No
Grace,18,F,43,84,42,No
Charlie,18,F,74,59,50,Yes
Rachel,23,M,84,59,95,Yes
Liam,21,M,71,91,65,Yes
Noah,24,F,95,90,82,Yes
Jack,22,M,47,78,32,No
Liam,19,F,99,62,95,Yes
Olivia,23,F,49,39,79,No
Diana,23,M,85,37,67,Yes
Tom,24,M,33,74,62,No
Mia,18,M,60,93,79,Yes
Bob,18,F,74,32,77,Yes
Frank,20,F,50,78,52,Yes
Diana,19,M,58,57,77,Yes
Grace,18,F,61,100,43,Yes
Tom,21,F,81,98,82,Yes
Quinn,18,M,54,59,95,Yes
Rachel,23,F,63,47,71,Yes
Jack,19,M,67,78,74,Yes
Charlie,25,F,30,34,35,No
Tom,22,M,64,70,100,Yes
Eva,22,M,46,65,82,Yes
Rachel,25,M,66,54,80,Yes
Noah,22,F,60,82,38,Yes
Eva,23,M,64,93,74,Yes
Eva,20,F,64,77,60,Yes
Steve,23,F,39,60,49,No
Mia,19,F,36,63,54,No
Quinn,20,F,80,66,72,Yes
Olivia,19,F,64,65,83,Yes
Uma,25,F,91,33,42,No
Steve,23,F,30,63,85,No
Frank,19,F,30,82,53,No
Olivia,23,M,55,82,93,Yes
Olivia,23,M,66,62,35,No
Henry,20,F,71,96,70,Yes
Henry,18,F,80,76,39,Yes
Olivia,18,F,99,37,77,Yes
Charlie,23,M,94,38,73,Yes
Alice,21,F,62,70,58,Yes
Charlie,23,M,90,83,52,Yes
Frank,18,F,38,71,57,No
Charlie,20,M,32,93,55,Yes
Frank,24,M,57,60,76,Yes
Tom,19,F,76,47,68,Yes
Eva,19,M,54,61,54,No
Steve,21,M,70,42,53,No
Steve,20,M,38,92,82,Yes
Henry,20,F,78,38,80,Yes
Henry,22,F,82,48,56,Yes
Henry,22,M,70,45,42,No
Liam,24,M,76,46,44,No
Liam,24,F,96,90,65,Yes
Tom,18,F,91,78,98,Yes
Noah,23,F,47,96,91,Yes
Olivia,21,M,45,50,67,No
Mia,22,F,99,53,76,Yes
Ivy,21,M,51,45,46,No
Noah,18,M,89,89,75,Yes
Bob,18,F,51,56,91,Yes
Alice,19,F,82,63,80,Yes
Diana,20,F,61,85,60,Yes
Jack,18,F,41,62,93,Yes
Eva,25,M,80,73,36,Yes
Quinn,20,M,73,78,69,Yes
Charlie,18,M,93,37,43,No
Ivy,20,F,92,46,69,Yes
Uma,19,F,66,63,36,No
Mia,20,M,70,73,58,Yes
Tom,20,M,94,41,90,Yes
Steve,23,F,97,74,96,Yes
Charlie,18,M,45,96,58,Yes
Steve,24,M,59,81,77,Yes
Uma,18,F,76,33,69,No
Paul,21,F,37,73,52,No
Frank,20,M,92,65,97,Yes
Rachel,20,F,43,89,60,Yes
Eva,25,M,47,30,65,No
Uma,25,F,33,82,31,No
Henry,22,M,60,50,99,Yes
Jack,18,M,74,70,77,Yes
Frank,19,M,36,94,48,No
Olivia,20,F,63,44,94,Yes
Olivia,20,M,34,59,88,Yes
Henry,18,F,89,95,33,Yes
Quinn,21,F,46,48,62,No
Tom,22,M,35,84,55,No
Tom,23,M,61,56,40,No
Steve,21,M,80,80,76,Yes
Bob,18,F,92,80,38,Yes
Charlie,23,F,73,82,42,Yes
Grace,22,F,64,45,68,No
Jack,20,M,33,52,99,Yes
Bob,23,M,79,61,97,Yes
Ivy,18,M,86,85,43,Yes
Alice,19,M,78,89,80,Yes
Liam,23,M,58,48,39,No
Eva,20,M,53,56,38,No
Diana,21,F,63,45,40,No
Jack,18,M,31,33,61,No
Frank,20,F,51,73,42,No
Quinn,23,F,35,85,68,Yes
Noah,19,M,35,85,51,No
Diana,24,M,67,44,71,Yes
Liam,18,F,70,32,54,No
Bob,24,M,69,100,49,Yes
Olivia,23,M,46,94,94,Yes
Jack,23,F,91,75,90,Yes
Rachel,18,M,58,77,93,Yes
Ivy,22,M,50,32,42,No
Bob,21,F,50,51,87,Yes
Bob,19,M,99,68,45,Yes
Paul,22,M,99,69,92,Yes
Jack,19,F,92,86,41,Yes
Henry,18,F,93,75,43,Yes
Steve,21,F,97,50,43,Yes
Rachel,24,F,70,89,60,Yes
Steve,21,F,42,63,37,No
Frank,20,M,77,34,57,No
Paul,23,M,53,85,66,Yes
Alice,24,F,80,54,99,Yes
Olivia,18,F,35,31,33,No
Charlie,18,M,89,58,39,Yes
Rachel,20,F,93,99,40,Yes
Uma,24,M,60,99,61,Yes
Steve,23,M,35,93,99,Yes
Jack,22,M,76,34,75,Yes
Frank,18,F,65,52,62,No
Mia,20,F,69,66,66,Yes
Diana,23,M,78,44,47,No
Noah,22,F,66,39,58,No
Jack,20,F,95,71,90,Yes
Paul,18,F,73,58,63,Yes
Rachel,19,F,53,66,89,Yes
Rachel,18,M,36,54,91,Yes
Steve,22,F,64,64,41,No
Ivy,18,F,33,76,77,Yes
Diana,21,M,82,38,31,No
Noah,21,M,55,98,43,Yes
Noah,25,F,100,70,74,Yes
Noah,22,M,100,36,95,Yes
Mia,20,M,75,91,92,Yes
Bob,19,M,54,82,95,Yes
Bob,22,F,36,64,83,Yes
Eva,25,F,66,78,34,No
Frank,21,F,45,82,54,Yes
Bob,20,F,54,35,98,Yes
Henry,22,M,99,61,51,Yes
Olivia,23,F,76,42,77,Yes
Eva,21,M,66,83,66,Yes
Henry,18,M,67,88,46,Yes
Jack,24,F,61,59,51,No
Rachel,19,M,65,46,31,No
Alice,21,M,36,35,44,No
Olivia,22,F,95,30,89,Yes
Mia,23,F,96,100,53,Yes
Liam,23,M,43,46,71,No
Tom,22,M,47,45,63,No
Tom,23,M,99,57,55,Yes
Charlie,24,F,51,80,78,Yes
Tom,19,M,39,96,63,Yes
Noah,22,M,41,50,39,No
Henry,23,F,64,79,79,Yes
Bob,25,M,98,57,32,Yes
Eva,22,F,90,58,33,Yes
Liam,18,M,30,76,96,Yes
Noah,19,M,88,30,32,No
Ivy,24,F,63,96,45,Yes
Rachel,18,F,86,75,53,Yes
Uma,25,F,84,81,49,Yes
Steve,20,M,98,42,52,Yes
Rachel,22,M,66,66,80,Yes
Liam,24,M,69,57,93,Yes
Olivia,25,M,35,69,95,Yes
Quinn,21,F,65,43,68,No
Alice,23,F,37,52,98,Yes
Ivy,19,F,82,46,94,Yes
Frank,21,F,79,41,54,No
Quinn,18,M,77,99,65,Yes
Uma,23,M,97,62,64,Yes
Steve,21,F,38,92,70,Yes
Henry,19,M,52,84,34,No
Henry,25,F,56,77,97,Yes
Jack,23,M,89,85,61,Yes
Noah,20,M,55,57,98,Yes
Jack,24,M,39,78,77,Yes
Henry,18,M,95,63,51,Yes
Noah,19,F,89,87,31,Yes
Liam,18,F,58,97,74,Yes
Noah,24,M,55,82,72,Yes
Grace,19,M,44,54,88,Yes
Charlie,24,M,35,59,66,No
Grace,21,M,90,79,48,Yes
Noah,21,M,60,62,34,No
Ivy,25,F,98,44,49,Yes
Henry,24,M,64,78,91,Yes
Diana,24,M,98,90,52,Yes
Diana,23,M,43,41,77,No
Quinn,18,F,84,49,65,Yes
Tom,18,M,81,59,81,Yes
Olivia,21,F,77,100,68,Yes
Liam,20,F,65,54,46,No
Olivia,19,F,72,87,68,Yes
Grace,19,F,43,99,64,Yes
Noah,24,M,31,36,68,No
Diana,23,F,91,72,97,Yes
Henry,22,F,52,57,64,No
Liam,19,M,30,80,74,Yes
Diana,23,M,96,100,70,Yes
Liam,20,F,36,46,62,No
Mia,23,M,34,81,93,Yes
Rachel,24,F,71,65,80,Yes
Charlie,25,M,90,93,33,Yes
Frank,18,M,53,90,99,Yes
Ivy,22,M,79,30,41,No
Liam,24,M,48,89,40,No
Paul,22,F,71,43,42,No
Noah,24,F,91,43,71,Yes
Steve,18,M,96,33,48,No
Paul,19,M,68,87,47,Yes
Ivy,19,M,38,61,43,No
Grace,21,F,85,53,67,Yes
Frank,24,F,82,91,47,Yes
Charlie,23,F,79,74,38,Yes
Uma,25,M,79,84,80,Yes
Henry,20,M,63,44,43,No
Rachel,24,M,83,81,33,Yes
Rachel,21,M,86,54,82,Yes
Tom,25,F,46,83,73,Yes
Eva,21,F,70,52,41,No
Rachel,20,M,36,81,77,Yes
Tom,22,M,72,62,78,Yes
Olivia,23,F,47,51,34,No
Frank,21,F,94,94,74,Yes
Jack,21,M,51,36,57,No
Grace,20,M,48,53,45,No
Grace,21,F,97,32,47,No
Quinn,25,F,55,74,53,Yes
Olivia,22,F,60,94,45,Yes
Paul,23,F,77,33,71,Yes
Ivy,19,F,78,35,67,Yes
Paul,25,M,61,64,66,Yes
Noah,19,F,69,79,89,Yes
